,r2er,r2,ll,ul
0,0.9815381151277792,0.9550477603062854,0.8979591836734693,1.0
1,0.832758498334469,0.8178903764311137,0.7142857142857142,0.8775510204081632
2,0.7050518912058963,0.6792415826345173,0.5102040816326531,0.7959183673469387
3,0.7675886216583959,0.7630034760787772,0.6734693877551021,0.7755102040816326
4,0.9502265771226918,0.9386464418481963,0.8775510204081632,0.979591836734694
5,0.939482623790532,0.9341489090379133,0.8775510204081632,0.9591836734693876
6,0.472621528559281,0.4568951045469514,0.2857142857142857,0.5510204081632653
7,0.8268279331863904,0.8168066027869133,0.7142857142857142,0.8571428571428571
8,-0.7296801302858502,0.2554389276300842,0.0,1.0
9,8.239619992692884,0.3725191713876582,0.0,1.0
10,0.5922603985262165,0.5707596924862859,0.3877551020408163,0.6938775510204082
11,0.4235011996048735,0.4062448616999159,0.22448979591836726,0.5306122448979591
12,0.9786926168484664,0.9637474028209796,0.9183673469387754,1.0
13,0.9408940198127704,0.9350366688188274,0.8775510204081632,0.9591836734693876
14,0.9699944676842568,0.9686665485914328,0.9387755102040816,0.979591836734694
15,0.8851203855292359,0.8765013691599947,0.7959183673469387,0.9183673469387754
16,0.9815805393004091,0.9687644548506688,0.9387755102040816,1.0
17,1.1701981845302192,0.9137344224415541,0.42857142857142855,1.0
18,0.9090543107152425,0.9066770029831316,0.8571428571428571,0.9183673469387754
19,0.7642695680589588,0.5525389775063934,0.18367346938775508,1.0
20,0.9911281783357256,0.9707798913926692,0.9387755102040816,1.0
21,0.757727836511752,0.7477290210788015,0.6326530612244897,0.7959183673469387
22,0.5210536389985707,0.5114681568403016,0.36734693877551017,0.5714285714285714
23,0.7580469354515591,0.7530012923890741,0.6530612244897959,0.7755102040816326
24,0.8674602936639862,0.8446204892345197,0.7346938775510203,0.9183673469387754
25,0.9298984258054872,0.9127572018247028,0.836734693877551,0.9591836734693876
26,0.9985494837747688,0.9353805501966656,0.8163265306122448,1.0
27,0.9372569364202818,0.9257362183638989,0.8571428571428571,0.9591836734693876
28,0.7191938188810367,0.7077424018637006,0.5714285714285714,0.7551020408163265
29,0.9436714501231692,0.8351927516058587,0.6326530612244897,1.0
30,0.9768344693027008,0.9747106817912106,0.9591836734693876,1.0
31,1.810312502945944,0.723314041488261,0.061224489795918366,1.0
32,0.9934419850407192,0.965688085897078,0.9183673469387754,1.0
33,0.7910284161117733,0.7720132297408386,0.6326530612244897,0.836734693877551
34,0.9688729249999474,0.9540016420902064,0.8979591836734693,1.0
35,0.8447938569863129,0.8153226576627324,0.6734693877551021,0.9183673469387754
36,0.4138719438112695,0.3928677020450719,0.2040816326530612,0.5510204081632653
37,0.6658857314033759,0.6058426141741707,0.3469387755102041,0.836734693877551
38,-0.11462925040590145,0.03134558978837238,0.0,0.836734693877551
39,0.9206513326319208,0.9153413034905704,0.8571428571428571,0.9387755102040816
40,0.9661509018583864,0.922920484659024,0.836734693877551,1.0
41,0.9612945512160715,0.948435071008057,0.8979591836734693,0.979591836734694
42,0.5930865581962007,0.5856913522105566,0.4489795918367345,0.6326530612244897
43,0.9453221055386084,0.9189863878664364,0.836734693877551,0.979591836734694
44,0.5687325390180813,0.29150914360765945,0.0,1.0
45,0.22218610216045206,0.20692128378756303,0.020408163265306117,0.4897959183673469
46,0.9877228151542434,0.9831734166289904,0.9591836734693876,1.0
47,0.9184338361548432,0.910986883129103,0.8571428571428571,0.9387755102040816
48,0.6575961044768772,0.5962353599352644,0.32653061224489793,0.836734693877551
49,0.44027419766291775,0.4230043017508432,0.24489795918367346,0.5510204081632653
50,0.8373849356279676,0.8286728051258947,0.7346938775510203,0.8775510204081632
51,0.2605373633283407,0.2591516300707286,0.16326530612244894,0.2857142857142857
52,0.9208553631359996,0.9148725726718524,0.8571428571428571,0.9387755102040816
53,0.12542144674878428,0.12739399055849313,0.020408163265306117,0.3061224489795918
54,1.0020042762278012,0.9929011719552404,0.979591836734694,1.0
55,0.970747306477858,0.967686085100772,0.9387755102040816,0.979591836734694
56,0.9909633385386072,0.9701504533258508,0.9387755102040816,1.0
57,0.41767283193403065,0.397247214936668,0.2040816326530612,0.5510204081632653
58,0.8917298544523845,0.8571720912561696,0.7346938775510203,0.9591836734693876
59,0.7926622783904754,0.7476492589577589,0.5714285714285714,0.8979591836734693
60,0.9977456384893432,0.9939742093475256,0.979591836734694,1.0
61,0.7971197455471624,0.7861830357064409,0.6734693877551021,0.836734693877551
62,0.9546582758236616,0.9257271829550874,0.836734693877551,1.0
63,0.9048918003303978,0.8539282728442136,0.6938775510204082,0.979591836734694
64,0.9337245545272944,0.8926496183729083,0.7755102040816326,1.0
65,0.928108647388762,0.925139516401066,0.8775510204081632,0.9387755102040816
66,0.9683225482383244,0.9637547490199944,0.9387755102040816,0.979591836734694
67,0.9691932716495704,0.9657347281998536,0.9387755102040816,0.979591836734694
68,0.8365997250219437,0.7402349180174862,0.5102040816326531,1.0
69,0.9835385402935494,0.9818144476697002,0.9591836734693876,1.0
70,0.959473924147987,0.9572556429520456,0.9183673469387754,0.979591836734694
71,0.6185891813503379,0.6011436129712076,0.42857142857142855,0.6938775510204082
72,0.9461439979761516,0.8861746369006062,0.7551020408163265,1.0
73,0.8902766863616304,0.8823808606886848,0.8163265306122448,0.9183673469387754
74,0.8164221774622696,0.8021403745624106,0.6938775510204082,0.8571428571428571
75,1.7295970460553751,0.8468559045451256,0.08163265306122447,1.0
76,0.9125884088137164,0.8830049626117599,0.7755102040816326,0.9591836734693876
77,0.9759746056707516,0.9674702004326868,0.9387755102040816,1.0
78,0.7832709557264848,0.7735284161414183,0.6530612244897959,0.8163265306122448
79,0.7239103233126212,0.6472647023593321,0.3877551020408163,0.8979591836734693
80,0.8597233378599424,0.8476170047738175,0.7551020408163265,0.8979591836734693
81,0.9209596992087892,0.9062413854961328,0.836734693877551,0.9591836734693876
82,0.3642637193688827,0.3557848852995188,0.2040816326530612,0.42857142857142855
83,0.5501481243068799,0.5453566355103481,0.42857142857142855,0.5714285714285714
84,0.09906968381651447,0.1086740385673653,0.0,0.4489795918367345
85,0.9142654894950436,0.8886343271472836,0.7959183673469387,0.9591836734693876
86,0.711664048355085,0.7102353551006458,0.6326530612244897,0.6938775510204082
87,0.8284086106869925,0.8240097486869068,0.7346938775510203,0.836734693877551
88,0.8381120796199686,0.8308521915977602,0.7346938775510203,0.8571428571428571
89,0.6464397486953674,0.6014142814616278,0.3877551020408163,0.7959183673469387
90,0.9008718446298412,0.8169528095948367,0.6122448979591836,1.0
91,0.3169984969469155,0.28021017068394843,0.040816326530612235,0.6530612244897959
92,0.2755943566883905,0.24786210077553014,0.040816326530612235,0.5918367346938775
93,0.9146510880946339,0.8683540228548942,0.7346938775510203,1.0
94,0.8949589447520406,0.8713815996400868,0.7755102040816326,0.9387755102040816
95,0.9510734324510984,0.9318641387693142,0.8571428571428571,0.979591836734694
96,0.9083969453324384,0.8993556175787218,0.836734693877551,0.9387755102040816
97,1.0474276249655312,0.9775253909881896,0.8163265306122448,1.0
98,0.05404050089634863,0.05677353832184082,0.0,0.1020408163265306
99,0.9569645618215064,0.950745149144122,0.8979591836734693,0.979591836734694
100,0.6118176081969995,0.5680067871207359,0.3469387755102041,0.7755102040816326
101,1.021247494230206,0.9461816093250272,0.8163265306122448,1.0
102,0.9535503869813712,0.9401020353035192,0.8775510204081632,0.979591836734694
103,0.8078673710401645,0.7460085611345727,0.5306122448979591,0.9387755102040816
104,0.5632355323499615,0.3983271078873399,0.020408163265306117,1.0
105,1.0034087630088608,0.9938024406848828,0.979591836734694,1.0
106,0.919828922304918,0.9123647684112832,0.8571428571428571,0.9387755102040816
107,0.5093292195165554,0.4924226966506412,0.32653061224489793,0.5918367346938775
108,0.8252160493983208,0.7945118238000578,0.6326530612244897,0.8979591836734693
109,0.5696579374894881,0.556933706694303,0.3877551020408163,0.6326530612244897
110,0.3871502930922527,0.3094494688142118,0.020408163265306117,1.0
111,0.8170232629595127,0.8059997877621308,0.6938775510204082,0.8571428571428571
112,0.9110532912559572,0.9015459161069492,0.836734693877551,0.9387755102040816
113,0.2816997182199757,0.26964479172171685,0.1020408163265306,0.42857142857142855
114,0.2839408999126728,0.2797779665226429,0.16326530612244894,0.3469387755102041
115,0.6658735505531287,0.6403951686597066,0.4693877551020408,0.7551020408163265
116,0.9647857140829836,0.9620311824145216,0.9387755102040816,0.979591836734694
117,0.6113984521694055,0.5819511952246266,0.3877551020408163,0.7346938775510203
118,0.8734808927672325,0.7401275130800177,0.4489795918367345,1.0
119,0.7633545697117192,0.7315824466757191,0.5510204081632653,0.836734693877551
120,0.9244315731176688,0.9179543242486652,0.8571428571428571,0.9387755102040816
121,0.7623988693015427,0.562699062206136,0.12244897959183673,1.0
122,0.6152937228916999,0.6065679978726299,0.4693877551020408,0.6530612244897959
123,0.9676472970757788,0.9623840784557298,0.9183673469387754,0.979591836734694
124,0.5234328183833381,0.5144401652862309,0.36734693877551017,0.5714285714285714
125,0.9020634503285524,0.6903769897410612,0.2857142857142857,1.0
126,1.0066626697785246,0.9953313637658272,0.9591836734693876,1.0
127,0.909130196301562,0.9001194757550037,0.836734693877551,0.9387755102040816
128,1.0884552451244724,0.94389919329772,0.6530612244897959,1.0
129,0.8435017847603398,0.8405460806209951,0.7755102040816326,0.8571428571428571
130,0.13748270323506684,0.1381917714294006,0.020408163265306117,0.32653061224489793
131,0.8845065336990792,0.8826389241542861,0.836734693877551,0.8979591836734693
132,0.1624424734606616,0.15220319579792585,0.0,0.979591836734694
133,0.7972505754574223,0.7881114435113042,0.6734693877551021,0.8163265306122448
134,0.8952828820378568,0.8898079615554451,0.8163265306122448,0.9183673469387754
135,0.8889492361863578,0.8822492421481455,0.8163265306122448,0.9183673469387754
136,0.9088294978141472,0.9053853846209362,0.8571428571428571,0.9183673469387754
137,0.5900294232827942,0.4031581527403758,0.0,1.0
138,0.8829868965317154,0.8556058883728133,0.7346938775510203,0.9387755102040816
139,0.9787400905979796,0.9739694436695344,0.9387755102040816,1.0
140,0.9621364077108984,0.9610988035594462,0.9387755102040816,0.979591836734694
141,0.9856928377724892,0.9696958418279004,0.9387755102040816,1.0
142,0.8009018325678462,0.7798010192451688,0.6530612244897959,0.8571428571428571
143,0.94101417030498,0.9097773475193018,0.8163265306122448,1.0
144,0.8368407182232199,0.8270125769995312,0.7346938775510203,0.8775510204081632
145,0.2974656584576794,0.257004952390398,0.020408163265306117,0.7959183673469387
146,0.9349964487764978,0.9269076042218096,0.8775510204081632,0.9591836734693876
147,0.8131512011546953,0.8072345907491119,0.7142857142857142,0.836734693877551
148,0.9262883418820004,0.9220010659616156,0.8775510204081632,0.9387755102040816
149,0.8265255715149316,0.8091374480868444,0.6938775510204082,0.8775510204081632
150,0.9467493165118082,0.945151363183028,0.9183673469387754,0.9591836734693876
151,0.9803179453571044,0.9785319260539458,0.9591836734693876,1.0
152,0.22403041849601066,0.21542706568427628,0.061224489795918366,0.3877551020408163
153,1.0094558653226582,0.9910147565510392,0.9591836734693876,1.0
154,0.7137442421021543,0.6981325795960861,0.5510204081632653,0.7755102040816326
155,0.994065965838248,0.992420426060979,0.979591836734694,1.0
156,0.9483031158282896,0.9226666956714088,0.836734693877551,1.0
157,0.9378904467360004,0.9009430677069022,0.7959183673469387,1.0
158,0.8262922035425666,0.8227145948043426,0.7346938775510203,0.836734693877551
159,0.6932954729707191,0.6823148550929794,0.5510204081632653,0.7346938775510203
160,0.8653027625770645,0.8572749110712041,0.7755102040816326,0.8979591836734693
161,0.6732210435786248,0.6557847024974482,0.4897959183673469,0.7346938775510203
